Year,Month,State,County,Rate
2001,October,Arizona,Graham County,6.5
2001,October,Arizona,Pima County,4.9
2001,October,Arizona,Apache County,8.9
2001,October,Arizona,Coconino County,4.3
2001,October,Arizona,Cochise County,5.1
2001,October,Arizona,Santa Cruz County,12.6
2001,October,Arizona,Yavapai County,4.7
2001,March,Arizona,Pinal County,4.8
2001,March,Arizona,Greenlee County,7.1
2001,March,Arizona,La Paz County,6.8
2001,March,Arizona,Mohave County,4.7
2001,March,Arizona,Yuma County,10.8
2001,March,Arizona,Gila County,5.9
2001,March,Arizona,Maricopa County,3.6
2001,March,Arizona,Navajo County,7.9
2001,March,Arizona,Graham County,5.8
2001,March,Arizona,Pima County,3.9
2001,March,Arizona,Apache County,9.3
2001,March,Arizona,Coconino County,4.9
2001,March,Arizona,Cochise County,4.7
2001,March,Arizona,Santa Cruz County,5.9
2001,March,Arizona,Yavapai County,4.3
2001,August,Arizona,Pinal County,6.1
2001,August,Arizona,Greenlee County,7.0
2001,August,Arizona,La Paz County,7.5
2001,August,Arizona,Mohave County,5.3
2001,August,Arizona,Yuma County,23.7
2001,August,Arizona,Gila County,6.4
2001,August,Arizona,Maricopa County,4.9
2001,August,Arizona,Navajo County,8.0
2001,August,Arizona,Graham County,7.0
2001,August,Arizona,Pima County,4.9
2001,August,Arizona,Apache County,9.6
2001,August,Arizona,Coconino County,4.8
2001,August,Arizona,Cochise County,5.4
2001,August,Arizona,Santa Cruz County,13.3
2001,August,Arizona,Yavapai County,4.9
2001,May,Arizona,Pinal County,4.8
2001,May,Arizona,Greenlee County,7.3
2001,May,Arizona,La Paz County,5.9
2001,May,Arizona,Mohave County,4.2
2001,May,Arizona,Yuma County,19.4
2001,May,Arizona,Gila County,4.9
2001,May,Arizona,Maricopa County,3.5
2001,May,Arizona,Navajo County,6.2
2001,May,Arizona,Graham County,5.3
2001,May,Arizona,Pima County,3.6
2001,May,Arizona,Apache County,7.4
2001,May,Arizona,Coconino County,3.8
2001,May,Arizona,Cochise County,4.2
2001,May,Arizona,Santa Cruz County,5.5
2001,May,Arizona,Yavapai County,3.9
2001,January,Arizona,Pinal County,4.9
2001,January,Arizona,Greenlee County,4.9
2001,January,Arizona,La Paz County,7.2
2001,January,Arizona,Mohave County,4.9
2001,January,Arizona,Yuma County,11.5
2001,January,Arizona,Gila County,6.0
2001,January,Arizona,Maricopa County,3.6
2001,January,Arizona,Navajo County,8.9
2001,January,Arizona,Graham County,6.0
2001,January,Arizona,Pima County,4.2
2001,January,Arizona,Apache County,10.9
2001,January,Arizona,Coconino County,5.7
2001,January,Arizona,Cochise County,5.1
2001,January,Arizona,Santa Cruz County,6.7
2001,January,Arizona,Yavapai County,4.6
2001,June,Arizona,Pinal County,5.4
2001,June,Arizona,Greenlee County,8.1
2001,June,Arizona,La Paz County,6.8
2001,June,Arizona,Mohave County,4.8
2001,June,Arizona,Yuma County,21.2
2001,June,Arizona,Gila County,6.0
2001,June,Arizona,Maricopa County,4.2
2001,June,Arizona,Navajo County,9.0
2001,June,Arizona,Graham County,7.0
2001,June,Arizona,Pima County,4.4
2001,June,Arizona,Apache County,11.5
2001,June,Arizona,Coconino County,5.1
2001,June,Arizona,Cochise County,5.0
2001,June,Arizona,Santa Cruz County,8.5
2001,June,Arizona,Yavapai County,4.5
2001,September,Arizona,Pinal County,5.9
2001,September,Arizona,Greenlee County,7.4
2001,September,Arizona,La Paz County,7.0
2001,September,Arizona,Mohave County,5.1
2001,September,Arizona,Yuma County,22.4
2001,September,Arizona,Gila County,5.7
2001,September,Arizona,Maricopa County,4.9
2001,September,Arizona,Navajo County,7.0
2001,September,Arizona,Graham County,6.6
2001,September,Arizona,Pima County,4.9
2001,September,Arizona,Apache County,8.9
2001,September,Arizona,Coconino County,4.3
2001,September,Arizona,Cochise County,5.2
2001,September,Arizona,Santa Cruz County,14.3
2001,September,Arizona,Yavapai County,4.5
2001,April,Arizona,Pinal County,4.7
2001,April,Arizona,Greenlee County,8.3
2001,April,Arizona,La Paz County,6.4
2001,April,Arizona,Mohave County,4.3
2001,April,Arizona,Yuma County,17.3
2001,April,Arizona,Gila County,5.6
2001,April,Arizona,Maricopa County,3.4
2001,April,Arizona,Navajo County,7.3
2001,April,Arizona,Graham County,6.2
2001,April,Arizona,Pima County,3.7
2001,April,Arizona,Apache County,8.5
2001,April,Arizona,Coconino County,4.3
2001,April,Arizona,Cochise County,4.4
2001,April,Arizona,Santa Cruz County,5.6
2001,April,Arizona,Yavapai County,3.9
2001,December,Arizona,Pinal County,6.3
2001,December,Arizona,Greenlee County,8.3
2001,December,Arizona,La Paz County,6.6
2001,December,Arizona,Mohave County,5.2
2001,December,Arizona,Yuma County,11.1
2001,December,Arizona,Gila County,6.3
2001,December,Arizona,Maricopa County,5.0
2001,December,Arizona,Navajo County,7.1
2001,December,Arizona,Graham County,6.6
2001,December,Arizona,Pima County,5.0
2001,December,Arizona,Apache County,9.2
2001,December,Arizona,Coconino County,4.9
2001,December,Arizona,Cochise County,5.1
2001,December,Arizona,Santa Cruz County,7.9
2001,December,Arizona,Yavapai County,4.9
2001,July,Arizona,Pinal County,5.5
2001,July,Arizona,Greenlee County,7.2
2001,July,Arizona,La Paz County,6.6
2001,July,Arizona,Mohave County,4.7
2001,July,Arizona,Yuma County,23.0
2001,July,Arizona,Gila County,5.8
2001,July,Arizona,Maricopa County,4.2
2001,July,Arizona,Navajo County,9.0
2001,July,Arizona,Graham County,6.9
2001,July,Arizona,Pima County,4.5
2001,July,Arizona,Apache County,11.7
2001,July,Arizona,Coconino County,5.0
2001,July,Arizona,Cochise County,4.9
2001,July,Arizona,Santa Cruz County,10.5
2001,July,Arizona,Yavapai County,4.5
2001,November,Arizona,Pinal County,6.2
2001,November,Arizona,Greenlee County,7.3
2001,November,Arizona,La Paz County,6.5
2001,November,Arizona,Mohave County,5.2
2001,November,Arizona,Yuma County,13.9
2001,November,Arizona,Gila County,6.1
2001,November,Arizona,Maricopa County,4.9
2001,November,Arizona,Navajo County,6.8
2001,November,Arizona,Graham County,6.5
2001,November,Arizona,Pima County,4.9
2001,November,Arizona,Apache County,8.8
2001,November,Arizona,Coconino County,4.7
2001,November,Arizona,Cochise County,5.0
2001,November,Arizona,Santa Cruz County,9.5
2001,November,Arizona,Yavapai County,4.8
2006,February,Arizona,Pinal County,5.3
2006,February,Arizona,Greenlee County,4.3
2006,February,Arizona,La Paz County,6.2
2006,February,Arizona,Mohave County,4.6
2006,February,Arizona,Yuma County,10.2
2006,February,Arizona,Gila County,5.8
2006,February,Arizona,Maricopa County,3.9
2006,February,Arizona,Navajo County,8.0
2006,February,Arizona,Graham County,5.5
2006,February,Arizona,Pima County,4.3
2006,February,Arizona,Apache County,10.0
2006,February,Arizona,Coconino County,5.0
2006,February,Arizona,Cochise County,4.9
2006,February,Arizona,Santa Cruz County,6.5
2006,February,Arizona,Yavapai County,4.3
2006,October,Arizona,Pinal County,4.9
2006,October,Arizona,Greenlee County,3.6
2006,October,Arizona,La Paz County,5.3
2006,October,Arizona,Mohave County,4.3
2006,October,Arizona,Yuma County,14.2
2006,October,Arizona,Gila County,4.7
2006,October,Arizona,Maricopa County,3.3
2006,October,Arizona,Navajo County,6.5
2006,October,Arizona,Graham County,4.5
2006,October,Arizona,Pima County,3.8
2006,October,Arizona,Apache County,8.8
2006,October,Arizona,Coconino County,3.7
2006,October,Arizona,Cochise County,4.1
2006,October,Arizona,Santa Cruz County,9.2
2006,October,Arizona,Yavapai County,3.8
2006,March,Arizona,Pinal County,5.1
2006,March,Arizona,Greenlee County,3.6
2006,March,Arizona,La Paz County,5.9
2006,March,Arizona,Mohave County,4.2
2006,March,Arizona,Yuma County,10.8
2006,March,Arizona,Gila County,5.7
2006,March,Arizona,Maricopa County,3.7
2006,March,Arizona,Navajo County,7.7
2006,March,Arizona,Graham County,5.3
2006,March,Arizona,Pima County,4.1
2006,March,Arizona,Apache County,9.8
2006,March,Arizona,Coconino County,4.6
2006,March,Arizona,Cochise County,4.7
2006,March,Arizona,Santa Cruz County,6.2
2006,March,Arizona,Yavapai County,4.2
2006,August,Arizona,Pinal County,5.2
2006,August,Arizona,Greenlee County,4.0
2006,August,Arizona,La Paz County,6.2
2006,August,Arizona,Mohave County,4.7
2006,August,Arizona,Yuma County,21.2
2006,August,Arizona,Gila County,5.3
2006,August,Arizona,Maricopa County,3.7
2006,August,Arizona,Navajo County,7.8
2006,August,Arizona,Graham County,5.2
2006,August,Arizona,Pima County,4.3
2006,August,Arizona,Apache County,11.2
2006,August,Arizona,Coconino County,4.7
2006,August,Arizona,Cochise County,4.7
2006,August,Arizona,Santa Cruz County,10.3
2006,August,Arizona,Yavapai County,4.2
2006,May,Arizona,Pinal County,4.6
2006,May,Arizona,Greenlee County,3.6
2006,May,Arizona,La Paz County,5.4
2006,May,Arizona,Mohave County,3.7
2006,May,Arizona,Yuma County,19.4
2006,May,Arizona,Gila County,4.9
2006,May,Arizona,Maricopa County,3.3
2006,May,Arizona,Navajo County,6.8
2006,May,Arizona,Graham County,4.8
2006,May,Arizona,Pima County,3.7
2006,May,Arizona,Apache County,9.8
2006,May,Arizona,Coconino County,4.0
2006,May,Arizona,Cochise County,4.3
2006,May,Arizona,Santa Cruz County,5.7
2006,May,Arizona,Yavapai County,3.7
2006,January,Arizona,Pinal County,5.5
2006,January,Arizona,Greenlee County,4.4
2006,January,Arizona,La Paz County,6.4
2006,January,Arizona,Mohave County,4.7
2006,January,Arizona,Yuma County,10.6
2006,January,Arizona,Gila County,5.9
2006,January,Arizona,Maricopa County,4.0
2006,January,Arizona,Navajo County,7.8
2006,January,Arizona,Graham County,5.6
2006,January,Arizona,Pima County,4.4
2006,January,Arizona,Apache County,9.5
2006,January,Arizona,Coconino County,5.1
2006,January,Arizona,Cochise County,4.8
2006,January,Arizona,Santa Cruz County,6.6
2006,January,Arizona,Yavapai County,4.6
2006,June,Arizona,Pinal County,5.3
2006,June,Arizona,Greenlee County,4.0
2006,June,Arizona,La Paz County,6.2
2006,June,Arizona,Mohave County,4.5
2006,June,Arizona,Yuma County,17.1
2006,June,Arizona,Gila County,5.5
2006,June,Arizona,Maricopa County,3.8
2006,June,Arizona,Navajo County,8.2
2006,June,Arizona,Graham County,5.6
2006,June,Arizona,Pima County,4.4
2006,June,Arizona,Apache County,11.4
2006,June,Arizona,Coconino County,4.7
2006,June,Arizona,Cochise County,4.8
2006,June,Arizona,Santa Cruz County,7.3
2006,June,Arizona,Yavapai County,4.2
2006,September,Arizona,Pinal County,5.0
2006,September,Arizona,Greenlee County,3.6
2006,September,Arizona,La Paz County,5.8
2006,September,Arizona,Mohave County,4.5
2006,September,Arizona,Yuma County,17.1
2006,September,Arizona,Gila County,5.1
2006,September,Arizona,Maricopa County,3.6
2006,September,Arizona,Navajo County,6.9
2006,September,Arizona,Graham County,5.0
2006,September,Arizona,Pima County,4.1
2006,September,Arizona,Apache County,9.8
2006,September,Arizona,Coconino County,4.0
2006,September,Arizona,Cochise County,4.4
2006,September,Arizona,Santa Cruz County,10.1
2006,September,Arizona,Yavapai County,4.0
2006,April,Arizona,Pinal County,4.9
2006,April,Arizona,Greenlee County,3.8
2006,April,Arizona,La Paz County,5.7
2006,April,Arizona,Mohave County,4.0
2006,April,Arizona,Yuma County,13.6
2006,April,Arizona,Gila County,5.2
2006,April,Arizona,Maricopa County,3.6
2006,April,Arizona,Navajo County,7.1
2006,April,Arizona,Graham County,5.1
2006,April,Arizona,Pima County,4.0
2006,April,Arizona,Apache County,9.0
2006,April,Arizona,Coconino County,4.1
2006,April,Arizona,Cochise County,4.6
2006,April,Arizona,Santa Cruz County,5.7
2006,April,Arizona,Yavapai County,4.0
2006,December,Arizona,Pinal County,4.3
2006,December,Arizona,Greenlee County,3.2
2006,December,Arizona,La Paz County,5.0
2006,December,Arizona,Mohave County,4.2
2006,December,Arizona,Yuma County,10.6
2006,December,Arizona,Gila County,4.3
2006,December,Arizona,Maricopa County,3.1
2006,December,Arizona,Navajo County,6.6
2006,December,Arizona,Graham County,4.4
2006,December,Arizona,Pima County,3.5
2006,December,Arizona,Apache County,9.3
2006,December,Arizona,Coconino County,4.1
2006,December,Arizona,Cochise County,4.0
2006,December,Arizona,Santa Cruz County,6.6
2006,December,Arizona,Yavapai County,3.5
2006,July,Arizona,Pinal County,5.3
2006,July,Arizona,Greenlee County,4.2
2006,July,Arizona,La Paz County,6.1
2006,July,Arizona,Mohave County,4.6
2006,July,Arizona,Yuma County,20.6
2006,July,Arizona,Gila County,5.5
2006,July,Arizona,Maricopa County,3.8
2006,July,Arizona,Navajo County,8.7
2006,July,Arizona,Graham County,5.7
2006,July,Arizona,Pima County,4.4
2006,July,Arizona,Apache County,12.7
2006,July,Arizona,Coconino County,4.9
2006,July,Arizona,Cochise County,4.9
2006,July,Arizona,Santa Cruz County,9.5
2006,July,Arizona,Yavapai County,4.2
2006,November,Arizona,Pinal County,4.7
2006,November,Arizona,Greenlee County,3.5
2006,November,Arizona,La Paz County,5.0
2006,November,Arizona,Mohave County,4.3
2006,November,Arizona,Yuma County,13.2
2006,November,Arizona,Gila County,4.7
2006,November,Arizona,Maricopa County,3.2
2006,November,Arizona,Navajo County,6.5
2006,November,Arizona,Graham County,4.6
2006,November,Arizona,Pima County,3.7
2006,November,Arizona,Apache County,9.0
2006,November,Arizona,Coconino County,3.8
2006,November,Arizona,Cochise County,4.1
2006,November,Arizona,Santa Cruz County,7.7
2006,November,Arizona,Yavapai County,3.7
2007,February,Arizona,Pinal County,4.5
2007,February,Arizona,Greenlee County,3.4
2007,February,Arizona,La Paz County,5.1
2007,February,Arizona,Mohave County,4.4
2007,February,Arizona,Yuma County,8.9
2007,February,Arizona,Gila County,4.4
2007,February,Arizona,Maricopa County,3.2
2007,February,Arizona,Navajo County,6.7
2007,February,Arizona,Graham County,4.4
2007,February,Arizona,Pima County,3.6
2007,February,Arizona,Apache County,9.7
2007,February,Arizona,Coconino County,4.1
2007,February,Arizona,Cochise County,4.2
2007,February,Arizona,Santa Cruz County,6.1
2007,February,Arizona,Yavapai County,3.7
2007,October,Arizona,Pinal County,4.7
2007,October,Arizona,Greenlee County,2.8
2007,October,Arizona,La Paz County,5.2
2007,October,Arizona,Mohave County,5.0
2007,October,Arizona,Yuma County,14.4
2007,October,Arizona,Gila County,4.3
2007,October,Arizona,Maricopa County,3.3
2007,October,Arizona,Navajo County,6.1
2007,October,Arizona,Graham County,4.1
2007,October,Arizona,Pima County,3.8
2007,October,Arizona,Apache County,7.7
2007,October,Arizona,Coconino County,3.4
2007,October,Arizona,Cochise County,4.0
2007,October,Arizona,Santa Cruz County,9.4
2007,October,Arizona,Yavapai County,3.8
2007,March,Arizona,Pinal County,4.3
2007,March,Arizona,Greenlee County,3.4
2007,March,Arizona,La Paz County,4.9
2007,March,Arizona,Mohave County,4.4
2007,March,Arizona,Yuma County,9.2
2007,March,Arizona,Gila County,4.4
2007,March,Arizona,Maricopa County,3.1
2007,March,Arizona,Navajo County,6.6
2007,March,Arizona,Graham County,4.1
2007,March,Arizona,Pima County,3.5
2007,March,Arizona,Apache County,9.3
2007,March,Arizona,Coconino County,3.8
2007,March,Arizona,Cochise County,4.0
2007,March,Arizona,Santa Cruz County,5.8
2007,March,Arizona,Yavapai County,3.6
2007,August,Arizona,Pinal County,4.7
2007,August,Arizona,Greenlee County,3.0
2007,August,Arizona,La Paz County,5.0
2007,August,Arizona,Mohave County,4.9
2007,August,Arizona,Yuma County,20.3
2007,August,Arizona,Gila County,4.2
2007,August,Arizona,Maricopa County,3.3
2007,August,Arizona,Navajo County,6.3
2007,August,Arizona,Graham County,4.2
2007,August,Arizona,Pima County,3.8
2007,August,Arizona,Apache County,9.0
2007,August,Arizona,Coconino County,3.7
2007,August,Arizona,Cochise County,4.1
2007,August,Arizona,Santa Cruz County,10.2
2007,August,Arizona,Yavapai County,3.7
2007,May,Arizona,Pinal County,3.8
2007,May,Arizona,Greenlee County,2.9
2007,May,Arizona,La Paz County,4.4
2007,May,Arizona,Mohave County,3.9
2007,May,Arizona,Yuma County,17.6
2007,May,Arizona,Gila County,3.6
2007,May,Arizona,Maricopa County,2.7
2007,May,Arizona,Navajo County,5.5
2007,May,Arizona,Graham County,3.6
2007,May,Arizona,Pima County,3.0
2007,May,Arizona,Apache County,7.8
2007,May,Arizona,Coconino County,2.9
2007,May,Arizona,Cochise County,3.4
2007,May,Arizona,Santa Cruz County,5.2
2007,May,Arizona,Yavapai County,3.1
2007,January,Arizona,Pinal County,4.9
2007,January,Arizona,Greenlee County,3.9
2007,January,Arizona,La Paz County,5.7
2007,January,Arizona,Mohave County,4.8
2007,January,Arizona,Yuma County,9.9
2007,January,Arizona,Gila County,4.8
2007,January,Arizona,Maricopa County,3.6
2007,January,Arizona,Navajo County,7.2
2007,January,Arizona,Graham County,4.6
2007,January,Arizona,Pima County,4.0
2007,January,Arizona,Apache County,9.9
2007,January,Arizona,Coconino County,4.5
2007,January,Arizona,Cochise County,4.5
2007,January,Arizona,Santa Cruz County,6.4
2007,January,Arizona,Yavapai County,4.1
2007,June,Arizona,Pinal County,4.5
2007,June,Arizona,Greenlee County,3.5
2007,June,Arizona,La Paz County,5.1
2007,June,Arizona,Mohave County,4.4
2007,June,Arizona,Yuma County,16.6
2007,June,Arizona,Gila County,4.2
2007,June,Arizona,Maricopa County,3.2
2007,June,Arizona,Navajo County,6.4
2007,June,Arizona,Graham County,4.5
2007,June,Arizona,Pima County,3.6
2007,June,Arizona,Apache County,9.1
2007,June,Arizona,Coconino County,3.7
2007,June,Arizona,Cochise County,4.0
2007,June,Arizona,Santa Cruz County,6.5
2007,June,Arizona,Yavapai County,3.6
2007,September,Arizona,Pinal County,4.7
2007,September,Arizona,Greenlee County,3.0
2007,September,Arizona,La Paz County,5.0
2007,September,Arizona,Mohave County,4.9
2007,September,Arizona,Yuma County,16.9
2007,September,Arizona,Gila County,4.2
2007,September,Arizona,Maricopa County,3.3
2007,September,Arizona,Navajo County,6.0
2007,September,Arizona,Graham County,4.1
2007,September,Arizona,Pima County,3.8
2007,September,Arizona,Apache County,7.7
2007,September,Arizona,Coconino County,3.4
2007,September,Arizona,Cochise County,3.9
2007,September,Arizona,Santa Cruz County,10.2
2007,September,Arizona,Yavapai County,3.7
2007,April,Arizona,Pinal County,4.1
2007,April,Arizona,Greenlee County,3.0
2007,April,Arizona,La Paz County,4.7
2007,April,Arizona,Mohave County,4.1
2007,April,Arizona,Yuma County,11.9
2007,April,Arizona,Gila County,4.0
2007,April,Arizona,Maricopa County,3.0
2007,April,Arizona,Navajo County,5.9
2007,April,Arizona,Graham County,4.0
2007,April,Arizona,Pima County,3.4
2007,April,Arizona,Apache County,8.2
2007,April,Arizona,Coconino County,3.3
2007,April,Arizona,Cochise County,3.8
2007,April,Arizona,Santa Cruz County,5.2
2007,April,Arizona,Yavapai County,3.4
2007,December,Arizona,Pinal County,5.1
2007,December,Arizona,Greenlee County,3.6
2007,December,Arizona,La Paz County,6.1
2007,December,Arizona,Mohave County,5.5
2007,December,Arizona,Yuma County,11.2
2007,December,Arizona,Gila County,4.7
2007,December,Arizona,Maricopa County,3.7
2007,December,Arizona,Navajo County,7.2
2007,December,Arizona,Graham County,5.1
2007,December,Arizona,Pima County,4.1
2007,December,Arizona,Apache County,9.0
2007,December,Arizona,Coconino County,4.4
2007,December,Arizona,Cochise County,4.7
2007,December,Arizona,Santa Cruz County,7.6
2007,December,Arizona,Yavapai County,4.2
2007,July,Arizona,Pinal County,4.6
2007,July,Arizona,Greenlee County,3.5
2007,July,Arizona,La Paz County,5.0
2007,July,Arizona,Mohave County,4.6
2007,July,Arizona,Yuma County,19.1
2007,July,Arizona,Gila County,4.3
2007,July,Arizona,Maricopa County,3.2
2007,July,Arizona,Navajo County,7.1
2007,July,Arizona,Graham County,4.5
2007,July,Arizona,Pima County,3.8
2007,July,Arizona,Apache County,10.1
2007,July,Arizona,Coconino County,3.9
2007,July,Arizona,Cochise County,4.1
2007,July,Arizona,Santa Cruz County,8.9
2007,July,Arizona,Yavapai County,3.7
2007,November,Arizona,Pinal County,4.8
2007,November,Arizona,Greenlee County,3.0
2007,November,Arizona,La Paz County,5.3
2007,November,Arizona,Mohave County,5.1
2007,November,Arizona,Yuma County,12.1
2007,November,Arizona,Gila County,4.5
2007,November,Arizona,Maricopa County,3.5
2007,November,Arizona,Navajo County,6.3
2007,November,Arizona,Graham County,4.4
2007,November,Arizona,Pima County,3.9
2007,November,Arizona,Apache County,7.8
2007,November,Arizona,Coconino County,3.7
2007,November,Arizona,Cochise County,4.2
2007,November,Arizona,Santa Cruz County,7.4
2007,November,Arizona,Yavapai County,3.9
2004,February,Arizona,Pinal County,6.3
2004,February,Arizona,Greenlee County,5.5
2004,February,Arizona,La Paz County,6.7
2004,February,Arizona,Mohave County,4.7
2004,February,Arizona,Yuma County,10.2
2004,February,Arizona,Gila County,6.6
2004,February,Arizona,Maricopa County,4.7
2004,February,Arizona,Navajo County,8.5
2004,February,Arizona,Graham County,6.6
2004,February,Arizona,Pima County,4.7
2004,February,Arizona,Apache County,11.4
2004,February,Arizona,Coconino County,5.6
2004,February,Arizona,Cochise County,5.1
2004,February,Arizona,Santa Cruz County,7.9
2004,February,Arizona,Yavapai County,5.0
2004,October,Arizona,Pinal County,5.4
2004,October,Arizona,Greenlee County,4.9
2004,October,Arizona,La Paz County,6.6
2004,October,Arizona,Mohave County,4.1
2004,October,Arizona,Yuma County,15.8
2004,October,Arizona,Gila County,6.1
2004,October,Arizona,Maricopa County,4.2
2004,October,Arizona,Navajo County,7.6
2004,October,Arizona,Graham County,6.3
2004,October,Arizona,Pima County,4.5
2004,October,Arizona,Apache County,9.7
2004,October,Arizona,Coconino County,4.6
2004,October,Arizona,Cochise County,4.6
2004,October,Arizona,Santa Cruz County,11.3
2004,October,Arizona,Yavapai County,4.3
2004,March,Arizona,Pinal County,6.6
2004,March,Arizona,Greenlee County,5.4
2004,March,Arizona,La Paz County,7.0
2004,March,Arizona,Mohave County,4.8
2004,March,Arizona,Yuma County,11.1
2004,March,Arizona,Gila County,6.9
2004,March,Arizona,Maricopa County,4.7
2004,March,Arizona,Navajo County,8.9
2004,March,Arizona,Graham County,7.0
2004,March,Arizona,Pima County,5.0
2004,March,Arizona,Apache County,11.9
2004,March,Arizona,Coconino County,5.6
2004,March,Arizona,Cochise County,5.3
2004,March,Arizona,Santa Cruz County,8.4
2004,March,Arizona,Yavapai County,5.1
2004,August,Arizona,Pinal County,6.1
2004,August,Arizona,Greenlee County,5.3
2004,August,Arizona,La Paz County,7.0
2004,August,Arizona,Mohave County,4.4
2004,August,Arizona,Yuma County,20.5
2004,August,Arizona,Gila County,6.3
2004,August,Arizona,Maricopa County,4.5
2004,August,Arizona,Navajo County,9.0
2004,August,Arizona,Graham County,6.9
2004,August,Arizona,Pima County,4.8
2004,August,Arizona,Apache County,12.1
2004,August,Arizona,Coconino County,5.4
2004,August,Arizona,Cochise County,5.1
2004,August,Arizona,Santa Cruz County,12.1
2004,August,Arizona,Yavapai County,4.6
2004,May,Arizona,Pinal County,5.9
2004,May,Arizona,Greenlee County,5.2
2004,May,Arizona,La Paz County,6.6
2004,May,Arizona,Mohave County,4.3
2004,May,Arizona,Yuma County,19.0
2004,May,Arizona,Gila County,6.1
2004,May,Arizona,Maricopa County,4.2
2004,May,Arizona,Navajo County,7.7
2004,May,Arizona,Graham County,6.5
2004,May,Arizona,Pima County,4.5
2004,May,Arizona,Apache County,10.6
2004,May,Arizona,Coconino County,5.0
2004,May,Arizona,Cochise County,4.8
2004,May,Arizona,Santa Cruz County,7.8
2004,May,Arizona,Yavapai County,4.4
2004,January,Arizona,Pinal County,6.9
2004,January,Arizona,Greenlee County,5.8
2004,January,Arizona,La Paz County,7.3
2004,January,Arizona,Mohave County,5.3
2004,January,Arizona,Yuma County,11.3
2004,January,Arizona,Gila County,7.3
2004,January,Arizona,Maricopa County,5.1
2004,January,Arizona,Navajo County,9.2
2004,January,Arizona,Graham County,7.1
2004,January,Arizona,Pima County,5.2
2004,January,Arizona,Apache County,12.3
2004,January,Arizona,Coconino County,6.3
2004,January,Arizona,Cochise County,5.6
2004,January,Arizona,Santa Cruz County,8.6
2004,January,Arizona,Yavapai County,5.6
2004,June,Arizona,Pinal County,6.6
2004,June,Arizona,Greenlee County,5.0
2004,June,Arizona,La Paz County,7.0
2004,June,Arizona,Mohave County,4.6
2004,June,Arizona,Yuma County,19.4
2004,June,Arizona,Gila County,6.8
2004,June,Arizona,Maricopa County,4.7
2004,June,Arizona,Navajo County,9.7
2004,June,Arizona,Graham County,7.2
2004,June,Arizona,Pima County,5.0
2004,June,Arizona,Apache County,13.9
2004,June,Arizona,Coconino County,5.8
2004,June,Arizona,Cochise County,5.2
2004,June,Arizona,Santa Cruz County,9.5
2004,June,Arizona,Yavapai County,4.8
2004,September,Arizona,Pinal County,5.7
2004,September,Arizona,Greenlee County,5.1
2004,September,Arizona,La Paz County,6.7
2004,September,Arizona,Mohave County,4.2
2004,September,Arizona,Yuma County,17.1
2004,September,Arizona,Gila County,6.2
2004,September,Arizona,Maricopa County,4.3
2004,September,Arizona,Navajo County,7.9
2004,September,Arizona,Graham County,6.6
2004,September,Arizona,Pima County,4.6
2004,September,Arizona,Apache County,10.0
2004,September,Arizona,Coconino County,4.7
2004,September,Arizona,Cochise County,4.8
2004,September,Arizona,Santa Cruz County,11.7
2004,September,Arizona,Yavapai County,4.4
2004,April,Arizona,Pinal County,6.2
2004,April,Arizona,Greenlee County,5.4
2004,April,Arizona,La Paz County,6.8
2004,April,Arizona,Mohave County,4.6
2004,April,Arizona,Yuma County,16.4
2004,April,Arizona,Gila County,6.5
2004,April,Arizona,Maricopa County,4.5
2004,April,Arizona,Navajo County,8.3
2004,April,Arizona,Graham County,6.5
2004,April,Arizona,Pima County,4.7
2004,April,Arizona,Apache County,11.0
2004,April,Arizona,Coconino County,5.3
2004,April,Arizona,Cochise County,5.2
2004,April,Arizona,Santa Cruz County,7.9
2004,April,Arizona,Yavapai County,4.7
2004,December,Arizona,Pinal County,5.2
2004,December,Arizona,Greenlee County,4.4
2004,December,Arizona,La Paz County,6.3
2004,December,Arizona,Mohave County,3.9
2004,December,Arizona,Yuma County,12.0
2004,December,Arizona,Gila County,5.9
2004,December,Arizona,Maricopa County,3.9
2004,December,Arizona,Navajo County,7.8
2004,December,Arizona,Graham County,6.0
2004,December,Arizona,Pima County,4.2
2004,December,Arizona,Apache County,10.2
2004,December,Arizona,Coconino County,5.2
2004,December,Arizona,Cochise County,4.4
2004,December,Arizona,Santa Cruz County,7.8
2004,December,Arizona,Yavapai County,4.1
2004,July,Arizona,Pinal County,6.4
2004,July,Arizona,Greenlee County,5.7
2004,July,Arizona,La Paz County,6.9
2004,July,Arizona,Mohave County,4.4
2004,July,Arizona,Yuma County,22.4
2004,July,Arizona,Gila County,6.7
2004,July,Arizona,Maricopa County,4.5
2004,July,Arizona,Navajo County,10.3
2004,July,Arizona,Graham County,7.3
2004,July,Arizona,Pima County,5.0
2004,July,Arizona,Apache County,14.5
2004,July,Arizona,Coconino County,5.9
2004,July,Arizona,Cochise County,5.3
2004,July,Arizona,Santa Cruz County,12.7
2004,July,Arizona,Yavapai County,4.6
2004,November,Arizona,Pinal County,5.2
2004,November,Arizona,Greenlee County,4.3
2004,November,Arizona,La Paz County,6.0
2004,November,Arizona,Mohave County,3.9
2004,November,Arizona,Yuma County,14.2
2004,November,Arizona,Gila County,5.8
2004,November,Arizona,Maricopa County,4.0
2004,November,Arizona,Navajo County,7.7
2004,November,Arizona,Graham County,6.2
2004,November,Arizona,Pima County,4.3
2004,November,Arizona,Apache County,10.3
2004,November,Arizona,Coconino County,4.9
